,Datetime,Text,User_id,Username,clean_text,label
1056,2022-09-16 13:53:28+00:00,@fatinpane @detikcom Masa sih cacar monyet 🤔🤔,1570772861522169858,reflection_8_,Masa sih cacar monyet,neutral
1066,2022-09-16 11:13:46+00:00,@aaabbbbb__ Kaya cacar monyet anj,1570732672301010948,AsiaPikirrr,Kaya cacar monyet anj,neutral
1076,2022-09-16 08:57:14+00:00,@RomitsuT Masuk Akal...kena Cacar Monyet...makanya jadi Ambyar,1570698313506365440,MbahDar96244784,Masuk Akal kena Cacar Monyet makanya jadi Ambyar,neutral
1080,2022-09-16 08:48:41+00:00,"Ada beberapa gejala cacar monyet yang harus kamu waspadai. Diantaranya: 
1. Sakit kepala 
2. Demam akut sampai 38,5 
3. Cacar berisi air atau nanah
4. Kelelahan
5. Nyeri otot
6. Pembesaran kelanjar getah bening
7. Sakit punggung 

#monkeypox #cacarmonyet #pahamiperlindunganmu",1570696160242991106,aaji_official,Ada beberapa gejala cacar monyet yang harus kamu waspadai Diantaranya Sakit kepala Demam akut sampai Cacar berisi air atau nanah Kelelahan Nyeri otot Pembesaran kelanjar getah bening Sakit punggung monkeypox cacarmonyet pahamiperlindunganmu,neutral
1081,2022-09-16 08:48:40+00:00,"Hal ini tentunya membuat masyarakat dunia bersikap kembali lebih aware terhadap interaksi sosial setelah adanya pandemi covid 19. Lalu apa aja sih gejala dan bagaimana cara mencegah penularan pada virus monkeypox?

#cacarmonyet #monkeypox #asuransijiwa #pahamiperlindunganmu",1570696156073820160,aaji_official,Hal ini tentunya membuat masyarakat dunia bersikap kembali lebih aware terhadap interaksi sosial setelah adanya pandemi covid Lalu apa aja sih gejala dan bagaimana cara mencegah penularan pada virus monkeypox cacarmonyet monkeypox asuransijiwa pahamiperlindunganmu,positive
1082,2022-09-16 08:48:39+00:00,"Sebab virus cacar monyet juga dapat menular dari manusia ke manusia. Virus ini juga dapat menyebar melalui droplet pernapasan ketika melakukan kontak dengan penderita secara berkepanjangan.

#cacarmonyet #monkeypox #asuransijiwa #pahamiperlindunganmu",1570696152873574401,aaji_official,Sebab virus cacar monyet juga dapat menular dari manusia manusia Virus ini juga dapat menyebar melalui droplet pernapasan ketika melakukan kontak dengan penderita secara berkepanjangan cacarmonyet monkeypox asuransijiwa pahamiperlindunganmu,neutral
1083,2022-09-16 08:48:38+00:00,"Sahabat asuransi, kalian sudah tau belum tentang monkeypox atau cacar monyet? 

Saat ini dunia sedang dibuat waspada dengan kehadiran virus baru ini",1570696149534920707,aaji_official,Sahabat asuransi kalian sudah tau belum tentang monkeypox atau cacar monyet Saat ini dunia sedang dibuat waspada dengan kehadiran virus baru ini,neutral
1084,2022-09-16 08:35:57+00:00,"🇮🇩
Saya berdoa semoga jumlah orang yang terinfeksi virus corona baru dan berbagai virus (#cacarmonyet, dll) di #Indonesia nol.
Semoga berbagai virus diusir dari Indonesia
#COVID19",1570692958156132353,hokuto825,Saya berdoa semoga jumlah orang yang terinfeksi virus corona baru dan berbagai virus cacarmonyet dll Indonesia nol Semoga berbagai virus diusir dari Indonesia COVID19,neutral
1085,2022-09-16 08:35:24+00:00,"🇧🇳
Saya berdoa agar bilangan orang yang dijangkiti coronavirus baru dan pelbagai virus (#cacarmonyet, dll.) akan menjadi sifar di Negara #BruneiDarussalam.
Semoga pelbagai virus dibuang dari #Brunei",1570692817852469251,hokuto825,Saya berdoa agar bilangan orang yang dijangkiti coronavirus baru dan pelbagai virus cacarmonyet dll akan menjadi sifar Negara BruneiDarussalam Semoga pelbagai virus dibuang dari Brunei,neutral
1086,2022-09-16 08:35:13+00:00,"🇸🇬
Saya berdoa agar bilangan orang yang dijangkiti coronavirus baharu dan pelbagai virus (#cacarmonyet, dll.) akan menjadi sifar di Singapura.
Semoga segala jenis virus dibuang dari #Singapura
#COVID19",1570692772931448832,hokuto825,Saya berdoa agar bilangan orang yang dijangkiti coronavirus baharu dan pelbagai virus cacarmonyet dll akan menjadi sifar Singapura Semoga segala jenis virus dibuang dari Singapura COVID19,neutral
1087,2022-09-16 08:34:42+00:00,"🇲🇾
Saya berdoa agar bilangan orang yang dijangkiti coronavirus baru dan pelbagai virus (#cacarmonyet, dll.) akan menjadi sifar di Malaysia.
Semoga pelbagai virus dibuang dari #Malaysia
#COVID19",1570692641943334914,hokuto825,Saya berdoa agar bilangan orang yang dijangkiti coronavirus baru dan pelbagai virus cacarmonyet dll akan menjadi sifar Malaysia Semoga pelbagai virus dibuang dari Malaysia COVID19,neutral
1092,2022-09-16 06:17:15+00:00,@kelelawaran Cacar monyet kak.,1570658049559523328,Rosensne,Cacar monyet kak,neutral
1095,2022-09-16 04:57:35+00:00,@aaabbbbb__ Nek iki yo cacar monyet su,1570638002984194048,tobelalala,Nek iki cacar monyet,neutral
1099,2022-09-16 03:36:04+00:00,"Sila disimak video infografis di atas untuk mengetahui aturan karantina terkait upaya kami dalam pencegahan cacar monyet.

#LaporKarantina
#KarantinaPertanianEntikong
#MonkeyPox
#CacarMonyet",1570617489620627456,karantinaetk,Sila disimak video infografis atas untuk mengetahui aturan karantina terkait upaya kami dalam pencegahan cacar monyet LaporKarantina KarantinaPertanianEntikong MonkeyPox CacarMonyet,neutral
1100,2022-09-16 03:22:08+00:00,@aaabbbbb__ Cacar monyet,1570613981022420992,cavutes,Cacar monyet,neutral
1101,2022-09-16 03:20:58+00:00,@capebangethh Lain cacar monyet looo,1570613687941222401,bana12_,Lain cacar monyet looo,neutral
1104,2022-09-16 00:57:15+00:00,"@cangcaya_ Bangsaaaat ngakak gw ""cacar monyet""",1570577518616543234,dbltrblss,Bangsaaaat ngakak cacar monyet,neutral
1113,2022-09-15 14:59:23+00:00,"@judy_acacia Ih ke dokter deh coba, sapa tau cacar monyet.",1570427063680794625,Charlitosim,acacia dokter deh coba sapa tau cacar monyet,neutral
1116,2022-09-15 14:32:44+00:00,PEMERINTAH AS LAPORKAN KEMATIAN KEDUA TERKAIT DENGAN CACAR MONYET,1570420357760438273,Traffic_Jogja,PEMERINTAH LAPORKAN KEMATIAN KEDUA TERKAIT DENGAN CACAR MONYET,neutral
1123,2022-09-15 12:32:19+00:00,@banjarbase Karuan cacar monyet sampai banjar dah 💀,1570390051523272704,sauldagee,Karuan cacar monyet sampai banjar dah,neutral
1124,2022-09-15 11:45:08+00:00,@achamorry gatau ya tut 😭 yang buat cacar monyet ga sii GATAU,1570378178367225856,17O53s,gatau tut yang buat cacar monyet sii GATAU,neutral
1128,2022-09-15 09:39:20+00:00,@ftrrii1 Semangat kak vaksin cacar monyet udah menanti :),1570346521220247553,apien_k19,Semangat kak vaksin cacar monyet udah menanti,neutral
1141,2022-09-15 04:42:40+00:00,@bagihumor oh jadi ini gejala cacar monyet,1570271859824005121,eitssgakena,jadi ini gejala cacar monyet,neutral
1147,2022-09-15 02:00:38+00:00,"Website2 jaman sekarang kalo gak nyolong data pantatnya kena cacar monyet kali ya. Cmn nyari info milestone anak aja kudu masukin nama, tgl lahir, jenis kelamin anak. Asuu, baru setaun idup di dunia udh mau dicolong identitas pribadinya. Website kontol babi",1570231085769887744,AngelenosLos,Website2 jaman sekarang kalo gak nyolong data pantatnya kena cacar monyet kali Cmn nyari info milestone anak aja kudu masukin nama tgl lahir jenis kelamin anak Asuu baru setaun idup dunia udh mau dicolong identitas pribadinya Website kontol babi,neutral
1148,2022-09-15 01:26:49+00:00,"@KeyOfUrHousee Ortunya nggak paham apa emang males sih ini anj 😩 ya kalau cacar biasa sih oke ya, itupun baiknya juga jangan dikasih deket orang dulu. Lah kalau kemungkinan buruknya kena virus cacar monyet gimana😫",1570222573295906818,itsam23,Ortunya nggak paham apa emang males sih ini anj kalau cacar biasa sih oke itupun baiknya juga jangan dikasih deket orang dulu Lah kalau kemungkinan buruknya kena virus cacar monyet gimana,neutral
1150,2022-09-15 00:48:32+00:00,@Septianevenz09 @ThejavaRio @nu_online Cacar monyet..,1570212938451128322,jeff_ikhlas,online Cacar monyet,neutral
1159,2022-09-14 15:24:30+00:00,"@CNNIndonesia berita lama kah ini????
negara lain udah ganti virus cacar monyet kok indonesia tetap kasus covid🤔🤔🤔🤔",1570070994202791938,HeriZudin,berita lama kah ini negara lain udah ganti virus cacar monyet kok indonesia tetap kasus covid,neutral
1164,2022-09-14 13:59:15+00:00,@satia_nagara @BlueJeans_Hitam @__KangMasMo3__ @meyca_caca @ALRICO_jm009 @Ali_M_A_Siregar @kopiduasendok @olinriza @putraprop44 @Risma_Nurh @DediAbdi5 Pinokio kena cacar monyet😉🤣🤣,1570049543114477572,H9_zub,nagara Hitam KangMasMo3 caca jm009 Siregar Nurh Pinokio kena cacar monyet,neutral
1168,2022-09-14 12:47:19+00:00,"Mungkin monyet nya abis berenang, makanya berubah jd cacar air?? Apa gimana?",1570031437755322368,H9_zub,Mungkin monyet nya abis berenang makanya berubah cacar air Apa gimana,neutral
1170,2022-09-14 11:58:43+00:00,"Latsar kamfrettt gue dah menjaga kesucian bertahun-tahun dari covid malah kena juga, orang lain mah udh kena cacar monyet lo baru covid sumpah gk ngetrend banget hahahha",1570019210012823552,DEOK202,Latsar kamfrettt gue dah menjaga kesucian bertahun tahun dari covid malah kena juga orang lain mah udh kena cacar monyet baru covid sumpah ngetrend banget hahahha,neutral
1184,2022-09-14 06:58:20+00:00,@bakolpelem1 @Abdul09537295 @M45Broo_ 😂😂😂😂😂 awas cacar monyet ih ngeri,1569943616289906691,antibzzrp,awas cacar monyet ngeri,neutral
1186,2022-09-14 06:43:26+00:00,Ia juga menyampaikan penularan wabah penyakit lainnya seperti Cacar monyet atau monkey pox diindikasi mulai masuk Indonesia.,1569939863876804612,purworejo_rutan,juga menyampaikan penularan wabah penyakit lainnya seperti Cacar monyet atau monkey pox diindikasi mulai masuk Indonesia,negative
1190,2022-09-14 05:58:20+00:00,@columbbina Sehari gak jadiin aku konten kamu cacar ya monyet.,1569928514501246978,chuula,Sehari gak jadiin aku konten kamu cacar monyet,neutral
1192,2022-09-14 05:51:25+00:00,"@alvinrio_1501 Njiiirrrrr,, ni dah tau vaxx tu bahaya masih aja di Enjus2,,,, low ku ogah di Enjus2... Vaxx Cacar monyet kek atau vaxx lutung kasarung ntah merk Varian aneh lah,, bodo amat yang penting ku tk mau di Enjus2.. 
Cacar monyet atau HIV kan campurannya dari vaxx kmre2n..🔥🔥🔥",1569926772418027522,BoyyHidayah,1501 Njiiirrrrr dah tau vaxx bahaya masih aja Enjus2 low ogah Enjus2 Vaxx Cacar monyet kek atau vaxx lutung kasarung ntah merk Varian aneh lah bodo amat yang penting mau Enjus2 Cacar monyet atau HIV kan campurannya dari vaxx kmre2n,neutral
1205,2022-09-14 01:59:29+00:00,"Manusia banyak monyet,cacar monyet juga banyak...kata seseorang dengan tingkat stress minimal sedunia",1569868406433927168,85_data,Manusia banyak monyet cacar monyet juga banyak kata seseorang dengan tingkat stress minimal sedunia,negative
1206,2022-09-14 01:55:27+00:00,"@alisyarief Gimana gak resesi pak, heterosexual sudah punah, lihat saja saat ini, jeruk makan jeruk mewabah sampai kena kutukan cacar monyet. 🤭",1569867391362043906,siagianharry,Gimana gak resesi pak heterosexual sudah punah lihat saja saat ini jeruk makan jeruk mewabah sampai kena kutukan cacar monyet,neutral
1218,2022-09-13 16:36:40+00:00,nyatanya dengan menyeduh kopi dan menghisap rokok belum tentu membuatmu menghilangkan dia dari pikiranmu. tapi tak apa setidaknya kamu punya hal sendiri untuk meluapkan sesuatu. ya daripada dipendem sendiri ntar jadi cacar monyet.,1569726766973091841,Syahrulabeu,nyatanya dengan menyeduh kopi dan menghisap rokok belum tentu membuatmu menghilangkan dia dari pikiranmu tapi tak apa setidaknya kamu punya hal sendiri untuk meluapkan sesuatu daripada dipendem sendiri ntar jadi cacar monyet,neutral
1222,2022-09-13 14:36:49+00:00,"Di krl ada bapak2 kulitnya jendol gitu

Gw udah negative thinking kalo cacar monyet, sampe gw pelototin tu tangan

Sampe berapa menit, gw baru sadar kalo itu tu kutil :D

Semoga bapaknya ga risi tangannya gw liatin 🙏🏽😭",1569696608773877765,FullLemak,krl ada bapak2 kulitnya jendol gitu udah negative thinking kalo cacar monyet sampe pelototin tangan Sampe berapa menit baru sadar kalo itu kutil Semoga bapaknya risi tangannya liatin,negative
1223,2022-09-13 14:30:46+00:00,"@oentta @cheezeyou @bukanc0kin temenlu tar, ilang kabar kirain kena cacar monyet",1569695086031806464,kliniktawaa,temenlu tar ilang kabar kirain kena cacar monyet,neutral
1234,2022-09-13 12:26:09+00:00,bngst ini bneran gwe kena cacar monyet kah?!?!,1569663722356097025,spt4na,bngst ini bneran gwe kena cacar monyet kah,neutral
1244,2022-09-13 10:45:28+00:00,@AkunNana2 Cacar monyet ini,1569638384938930179,deepweb2r,Cacar monyet ini,neutral
1245,2022-09-13 10:42:50+00:00,"joktug B. Indonesia kelas 12 bikin teks editorial tentang berita cacar monyet, yang gak perlu ngisi format yaa soalnya mau aku jelasin dulu, pricenya yang under 30k (jastag qrt) #zonauang #zonaba",1569637722683502592,satudnus,joktug Indonesia kelas bikin teks editorial tentang berita cacar monyet yang gak perlu ngisi format yaa soalnya mau aku jelasin dulu pricenya yang under 30k jastag qrt zonauang zonaba,neutral
1248,2022-09-13 10:34:18+00:00,@kegblgnunfaedh Cacar monyet,1569635575736729601,26aditia,Cacar monyet,neutral
1250,2022-09-13 10:00:43+00:00,"@sampahdoang1996 @txtdrimedia Plot twist : sebenernya alam pun marah sama manusia dan anggap manusia hama bumi makanya alam ciptain virus biar manusia pada pergi dari bumi. Belum selese corona udh ada cacar monyet. 

Pas lockdown kemarin aja alam mulai hidup bahkan sungai gangga aja jernih🙂",1569627123534659584,bininyakjongin,Plot twist sebenernya alam pun marah sama manusia dan anggap manusia hama bumi makanya alam ciptain virus biar manusia pada pergi dari bumi Belum selese corona udh ada cacar monyet Pas lockdown kemarin aja alam mulai hidup bahkan sungai gangga aja jernih,neutral
1253,2022-09-13 09:36:15+00:00,pandemi cacar monyet kenapa engga jadi sih?,1569620967869259777,___mangade,pandemi cacar monyet kenapa engga jadi sih,neutral
1266,2022-09-13 06:51:26+00:00,"@detikcom Gw sumpahin yg nyiksa, anus ama tititnya kena cacar monyet seumur idup biar tersiksa pas mo beol ama kencing",1569579492045393922,livac15,sumpahin nyiksa anus ama tititnya kena cacar monyet seumur idup biar tersiksa pas beol ama kencing,neutral
1278,2022-09-13 04:27:21+00:00,@ab1235678910 @Shahsarcasm @AzriAizat22 @KKMPutrajaya What is the result? He said normal. Bukannya dia cakap ada bisul ke cacar monyet ke. Cakap normal pun reveal details ke?,1569543229355491329,4177R,What the result said normal Bukannya dia cakap ada bisul cacar monyet Cakap normal pun reveal details,positive
1280,2022-09-13 03:22:06+00:00,yang ngambil hard disk + flash disk gw gw sumpahin kena cacar monyet.,1569526809791987712,thefunkiestfit,yang ngambil hard disk flash disk sumpahin kena cacar monyet,negative
1281,2022-09-13 03:21:21+00:00,@elkakaell @AREAJULID Bonus nya tambah cacar monyet juga ga?,1569526622180757505,ijoahae,Bonus nya tambah cacar monyet juga,neutral
1283,2022-09-13 03:04:11+00:00,tiba tiba timeline ku banyak berita dari voa tentang cacar monyet trus ihh ngeri banget,1569522301514960896,to_hylee,tiba tiba timeline banyak berita dari voa tentang cacar monyet trus ihh ngeri banget,neutral
1291,2022-09-13 02:19:01+00:00,@karepkuygy cacar monyet,1569510933365690368,smkewuutt,cacar monyet,neutral
1295,2022-09-12 21:40:51+00:00,Perlu diketahui bahwa bukan Cacar Monyet yang akan menjadi Pandemi berikutnya. Melainkan HIV yang sudah tertanam pada Fucksin 1986.,1569440929815339008,hail_terror,Perlu diketahui bahwa bukan Cacar Monyet yang akan menjadi Pandemi berikutnya Melainkan HIV yang sudah tertanam pada Fucksin 1986,neutral
1297,2022-09-12 17:03:14+00:00,@VanniSyifaElz @TxtdariTxThehe @sosmedkeras Tolong kenapa cacar monyet si anj wkwkwk,1569371067717910529,imacharity_,Tolong kenapa cacar monyet anj wkwkwk,neutral
1298,2022-09-12 16:42:01+00:00,"@tamabaid @eIkanjr denger denger cacar monyet udh mulai kemana mana, tiati aja tam",1569365725676212225,acielbkana,denger denger cacar monyet udh mulai kemana mana tiati aja tam,neutral
1300,2022-09-12 16:07:50+00:00,@rzkykik Cacar monyet?,1569357123066396674,ZakariaDP,Cacar monyet,neutral
1302,2022-09-12 15:31:46+00:00,@urfavscake itu kenapa ? cacar monyet?,1569348047481753600,odannolaksadar,itu kenapa cacar monyet,neutral
1303,2022-09-12 15:19:07+00:00,kayanya kena cacar monyet gw,1569344864365740033,shamepid,kayanya kena cacar monyet,neutral
1312,2022-09-12 14:06:42+00:00,"@convomf hmmm ini bkn cacar monyet kayaknya nder, mnding langsung ke dokter aja jangan nebak sndiri",1569326639896752128,shirasanee,hmmm ini bkn cacar monyet kayaknya nder mnding langsung dokter aja jangan nebak sndiri,neutral
1314,2022-09-12 13:48:17+00:00,Cacar monyet penyakit apalagi dah,1569322007816474627,JosiaMaranatha,Cacar monyet penyakit apalagi dah,neutral
1317,2022-09-12 12:44:12+00:00,@TxtdariTxThehe @sosmedkeras Jijik bgt HIV AIDS SIFILIS RAJA SINGA CACAR MONYET,1569305879564136448,VanniSyifaElz,Jijik bgt HIV AIDS SIFILIS RAJA SINGA CACAR MONYET,neutral
1318,2022-09-12 12:43:09+00:00,@mitsuya4u Aing ngik ngik gegara cacar monyet dong 😭,1569305614316355584,Palingcocok,Aing ngik ngik gegara cacar monyet dong,neutral
1319,2022-09-12 12:42:17+00:00,@urgirl549 cacar monyet hiks,1569305396963319810,00thinggs,cacar monyet hiks,neutral
1321,2022-09-12 11:56:51+00:00,DINKES TASIKMALAYA RAAT PASIEN YANG DICURIGAI CACAR MONYET DI RSUD,1569293964557307904,Traffic_Jogja,DINKES TASIKMALAYA RAAT PASIEN YANG DICURIGAI CACAR MONYET RSUD,neutral
1324,2022-09-12 11:10:39+00:00,"Dan jangan lupa selalu kenakan masker #WingscareProtector untuk mencegah diri dari bahaya cacar monyet dan penyakit pernapasan menular lainnya!

#BersamaSalingJaga
#maskerearloop
#CacarMonyet",1569282336336019456,ProtectorMasker,Dan jangan lupa selalu kenakan masker WingscareProtector untuk mencegah diri dari bahaya cacar monyet dan penyakit pernapasan menular lainnya BersamaSalingJaga maskerearloop CacarMonyet,neutral
1332,2022-09-12 10:05:42+00:00,@convomf tau dr mna klo cacar monyet?,1569265990449639426,silverpeony__,tau mna klo cacar monyet,neutral
1333,2022-09-12 09:03:22+00:00,"@convomf Tanya dulu nder dia ruam gini ada demam sama sakit kepala ga soalnya kalo cacar monyet dia sakit kepala sama demam, kalo ruam gitu doang bisa jadi cacar air",1569250303001923585,hyn_hwng,Tanya dulu nder dia ruam gini ada demam sama sakit kepala soalnya kalo cacar monyet dia sakit kepala sama demam kalo ruam gitu doang bisa jadi cacar air,neutral
1334,2022-09-12 08:44:35+00:00,@vregrero ARGHHHHH takut kena cacar monyet *wudhu*,1569245576751087616,tjgbrn,ARGHHHHH takut kena cacar monyet wudhu,neutral
1336,2022-09-12 08:11:39+00:00,"@convomf Itu cacar api kali nder, apa yah namanya. Ya ituuu, bukan cacar monyet? Etapi klo temennua kena cacar monyet yaa bisa aja sih :(",1569237288311476224,Adoreel_,Itu cacar api kali nder apa yah namanya ituuu bukan cacar monyet Etapi klo temennua kena cacar monyet yaa bisa aja sih,neutral
1344,2022-09-12 02:01:22+00:00,"@hackforgerfess Ini kalo tidak jd long au dan tdk men-tag sy, sy doakan kena cacar monyet",1569144105955119114,patrammo,Ini kalo tidak long dan tdk men tag doakan kena cacar monyet,negative
1345,2022-09-12 02:00:20+00:00,"@woosythia Ngab, kalo gak long au terus gak tag gue, gue doain kena cacar monyet",1569143843685289984,patrammo,Ngab kalo gak long terus gak tag gue gue doain kena cacar monyet,negative
1348,2022-09-11 16:45:29+00:00,@sbyfess congormu nyangkem ae kenek cacar monyet sokor kon cok,1569004210481692674,vrllieey,congormu nyangkem kenek cacar monyet sokor kon cok,neutral
1349,2022-09-11 15:26:24+00:00,"@hehenonomohe Untung cacar monyet bukan di Depok kasus pertamanya, kalo iya, lengkap wis",1568984310572793862,tweetfromhuman,Untung cacar monyet bukan Depok kasus pertamanya kalo iya lengkap wis,neutral
1350,2022-09-11 15:01:58+00:00,"@nanunnnzya @ytuxxe ASIXXX, GK JD KENA CACAR MONYET",1568978160183836674,patrammo,ASIXXX KENA CACAR MONYET,neutral
1353,2022-09-11 13:43:54+00:00,@sushidushi468 Bukan kak. Kalo cacar monyet kan jd jelek makanya pada takut,1568958513237598209,JoseAndre89,Bukan kak Kalo cacar monyet kan jelek makanya pada takut,neutral
1357,2022-09-11 10:47:53+00:00,mama aku ngirim tiktok cacar monyet masuk tasik cenah,1568914220657561605,laelayera,mama aku ngirim tiktok cacar monyet masuk tasik cenah,neutral
1359,2022-09-11 05:11:29+00:00,"@jurnalgeza Hm, aku takut ketularan cacar monyet habis digigit kamu. 🥺",1568829562540408832,Iaskarbiru,aku takut ketularan cacar monyet habis digigit kamu,neutral
1363,2022-09-11 02:50:03+00:00,Cacar Monyet (Monkeypox) tidak menular ke manusia tapi kalau Cacar Api (Smallpox) yang mirip cacar monyet tentu menular melalui sentuhan tapi virus ini sudah ada sejak jaman dahulu kala dalam tubuh kita dan menunggu di aktivasi saja melalui racun yg masuk ke dalam tubuh.,1568793968464510977,satzoutboy,Cacar Monyet Monkeypox tidak menular manusia tapi kalau Cacar Api Smallpox yang mirip cacar monyet tentu menular melalui sentuhan tapi virus ini sudah ada sejak jaman dahulu kala dalam tubuh kita dan menunggu aktivasi saja melalui racun masuk dalam tubuh,neutral
1364,2022-09-11 02:49:46+00:00,@detikcom Cacar Monyet (Monkeypox) tidak menular ke manusia tapi kalau Cacar Api (Smallpox) yang mirip cacar monyet tentu menular melalui sentuhan tapi virus ini sudah ada sejak jaman dahulu kala dalam tubuh kita dan menunggu di aktivasi saja melalui racun yg masuk ke dalam tubuh.,1568793895680774145,satzoutboy,Cacar Monyet Monkeypox tidak menular manusia tapi kalau Cacar Api Smallpox yang mirip cacar monyet tentu menular melalui sentuhan tapi virus ini sudah ada sejak jaman dahulu kala dalam tubuh kita dan menunggu aktivasi saja melalui racun masuk dalam tubuh,neutral
1366,2022-09-11 02:37:15+00:00,"Apa kata si elon ajah. Ini gez yah ancaman gez mengerikan yah gez yah. Jadi ancaman mengerikan menjadi satu climate change, war, cacar monyet, covid, flu tomat, PHK masif, harga harga meroket, akan muncul orang miskin baru. Dan orang kaya baru. Ngebabi yang haram dulu aah.",1568790748715450368,shushuselerakoh,Apa kata elon ajah Ini gez yah ancaman gez mengerikan yah gez yah Jadi ancaman mengerikan menjadi satu climate change war cacar monyet covid flu tomat PHK masif harga harga meroket akan muncul orang miskin baru Dan orang kaya baru Ngebabi yang haram dulu aah,neutral
1367,2022-09-11 02:04:25+00:00,@convomfs cacar monyet,1568782484044918784,jakesimpati,cacar monyet,neutral
1373,2022-09-10 17:26:13+00:00,@ndagels Asal mula cacar monyet @mirawrda @winarni_tiaraa,1568652076397531137,nugoharuto,Asal mula cacar monyet tiaraa,neutral
1374,2022-09-10 16:29:03+00:00,gua baru tau cacar monyet bisa ada jg grgr hubungan sesama jenis anjrit gua kira dari satwaaaa,1568637688294813701,choc0waffle,gua baru tau cacar monyet bisa ada grgr hubungan sesama jenis anjrit gua kira dari satwaaaa,neutral
1375,2022-09-10 16:28:52+00:00,@convomfs Cacar monyet,1568637642925043712,Anaphaliez,Cacar monyet,neutral
1376,2022-09-10 16:00:43+00:00,@akusagita_ cacar monyet bar? 😄,1568630559827697664,febifurai,cacar monyet bar,neutral
1377,2022-09-10 13:05:40+00:00,"mengobati penyakit cacar monyet. Informasi yang ditulis pada 27 Juli tersebut telah dibagikan ulang sebanyak 13 kali dan disukai oleh 59 orang.

Nah, kali ini kita akan melakukan periksa fakta terkait postingan tersebut dengan menggunakan website hasil ...",1568586505916137474,TurnBackHoax,mengobati penyakit cacar monyet Informasi yang ditulis pada Juli tersebut telah dibagikan ulang sebanyak kali dan disukai oleh orang Nah kali ini kita akan melakukan periksa fakta terkait postingan tersebut dengan menggunakan website hasil,neutral
1379,2022-09-10 12:59:21+00:00,@hyunjaerisol iyaah KALO SETAUKU YA namanya cacar monyet grgr awalnya penyakitnya cuma nular ke monyet tp skrg variasi virusnya udh berkembang jd bisa nular ke manusia jugaaaa begituy,1568584917684211714,ericsibolang,iyaah KALO SETAUKU namanya cacar monyet grgr awalnya penyakitnya cuma nular monyet skrg variasi virusnya udh berkembang bisa nular manusia jugaaaa begituy,neutral
1384,2022-09-10 11:53:10+00:00,@infotwitwor_ gejala awal cacar monyet begini,1568568261926879233,beeretteee,gejala awal cacar monyet begini,neutral
1387,2022-09-10 10:33:06+00:00,@frostgIade @syarifannisa @masmasbiasasaja cacar monyet,1568548109168578562,ilhamafr,cacar monyet,neutral
1388,2022-09-10 07:54:22+00:00,"@Askrlfess Cacar ini mah, cacar monyet",1568508166186627073,JuniantoHutaju1,Cacar ini mah cacar monyet,neutral
1389,2022-09-10 07:49:07+00:00,@cheeziese cacar monyet ga sih?,1568506843772895238,69NineSick,cacar monyet sih,neutral
1399,2022-09-10 04:59:37+00:00,@gnomiesx Gejala flu cacar monyet.,1568464185419513863,Ldike,Gejala flu cacar monyet,neutral
1403,2022-09-10 04:24:49+00:00,@nayeonsvd Kalau deket deket takut kena cacar monyet.,1568455429507923970,blossomsplotz,Kalau deket deket takut kena cacar monyet,neutral
1404,2022-09-10 03:59:04+00:00,"...menyentuh cairan atau luka tubuh, seperti pakaian atau linen. Cacar monyet ditularkan pula dari manusia ke manusia melalui kontak langsung dengan luka infeksi, koreng, atau cairan tubuh penderita. Penyakit ini juga dapat menyebar melalui droplet.",1568448947605348354,LPMNOVUMFHUNS,menyentuh cairan atau luka tubuh seperti pakaian atau linen Cacar monyet ditularkan pula dari manusia manusia melalui kontak langsung dengan luka infeksi koreng atau cairan tubuh penderita Penyakit ini juga dapat menyebar melalui droplet,neutral
1407,2022-09-10 03:40:17+00:00,@abeuja Cacar monyet pora koe?,1568444223158104068,zaidanalwan,Cacar monyet pora koe,neutral
1416,2022-09-09 16:07:07+00:00,gw takut kena cacar monyet,1568269782365126656,nctleejenc,takut kena cacar monyet,neutral
1420,2022-09-09 14:14:47+00:00,"@cheerswithtime @dorizkyy @FunnyVideosID dia vaksin ham,tp vaksin cacar monyet",1568241509446877186,namanya_yusuf,dia vaksin ham vaksin cacar monyet,neutral
1429,2022-09-09 12:38:13+00:00,"Selain kenaikan harga BBM dan cacar monyet, parkiran Sarinah juga membulatkan tekad ku untuk diam di rumah. ✨",1568217210241568768,TezaSumendra,Selain kenaikan harga BBM dan cacar monyet parkiran Sarinah juga membulatkan tekad untuk diam rumah,neutral
1430,2022-09-09 12:34:47+00:00,@abelioss ih km lemes jgnjgn kena cacar monyet😱,1568216346860863488,nyisier,lemes jgnjgn kena cacar monyet,neutral
1441,2022-09-09 10:36:43+00:00,@Triyogo22684337 @hnurwahid Mukenya serem...jgn2 cacar monyet 🙄🙄,1568186634088349701,NapiPKS,Mukenya serem jgn2 cacar monyet,neutral
1443,2022-09-09 09:45:56+00:00,"@heybethhh Cacar, monyet 🤣🤣",1568173855008759809,angga_aloysius,Cacar monyet,neutral
1444,2022-09-09 09:45:03+00:00,@FWBngalam Cacar monyet?,1568173632647741440,whosmabae,Cacar monyet,neutral
