Datetime,label,clean_text
2022-08-20 23:22:10+00:00,positive,aku tuh paham beberapa artikel bilang klo penyakit mayoritas kaum lgbt khususnya gay penularannya lewat cairan hub sex penanggulangannya pasien cacar monyet tidak kontak langsung orang katanya penularannya lewat sex
2022-08-20 23:21:27+00:00,positive,cacar monyet kena dugong
2022-08-20 20:17:48+00:00,positive,cacar monyet menjangkit orang gay cari aja faktanya
2022-08-20 18:18:06+00:00,positive,adinda dulu waktu pernah kena cacar air batu ketularan temen main katanya kalo orang udah pernah kena cacar gak bakalan kena penyakit cacar jadi udah vaksin antibody alami tubuh cacar ini berlaku cacar monyet
2022-08-20 16:25:05+00:00,positive,dulu adek pas pernah dikasitahu dokter kena cacar monyet terus dulu mikirnya huge banget kirain adek pertama coba kalo bener berarti ntar beritanya pasien tsb dulunya anak laki2 berusia skrg menjadi pria dewasa berumur
2022-08-20 16:23:06+00:00,negative,badan kesehatan dunia who menyatakan penularan virus monkey pox atahu cacar monyet terjadi adanya sentuhan fisik orang terkena virus tersebut orang sebelumnya terkena virus monkey pox tersebut hindari bersentuhan langsung
2022-08-20 16:20:03+00:00,negative,kementerian kesehatan meminta masyarakat selalu menjaga kesehatan tidak bersentuhan sembarangan orang mengingat penularan virus monkey pox atahu cacar monyet terjadi adanya sentuhan langsung pasien positif monkey pox orang
2022-08-20 16:17:37+00:00,negative,juru bicara kementerian kesehatan menyatakan virus monkey pox atahu cacar monyet begitu berbahaya meskipun sangat menular cacar monyet sembuh sendirinya monkey pox berbahaya dibandingkan covid tegas juru bicara kemenkes
2022-08-20 16:13:44+00:00,negative,juru bicara kementerian kesehatan menyatakan pasien pertama positif virus monkey pox atahu cacar monyet indonesia seorang laki laki warga jakarta berusia tahun pasien sebelumnya pernah bersentuhan pasien positif monkey pox luar negeri
2022-08-20 16:12:02+00:00,negative,breaking news kementerian kesehatan sore mengumumkan pasien pertama positif virus monkey pox atahu cacar monyet juru bicara kementerian kesehatan menyebut pasien positif monkey pox warga jakarta berusia tahun berjenis kelamin laki laki
2022-08-20 15:37:42+00:00,positive,lolos level covid pikir gak lewatin level cacar monyet haha temen banyak monyet brooow
2022-08-20 15:34:05+00:00,negative,rame2nya covid gelombang aku kena pas gelombang aku kena pas rame2nya cacar monyet aku kena cacar air takut sekali wkwk sehat2 deh badaannn
2022-08-20 15:21:51+00:00,positive,hahaha kasian monyet namanya dipake buat cacar pdhal aslinya bukan
2022-08-20 15:21:19+00:00,positive,cacar monyet gmn bekerjanya deh soalnya kalo cacar ular tuh cuma terjadi orang udh pernah kena cacar normal gatahu namanya apa maaf
2022-08-20 15:03:46+00:00,negative,mainya aing rek diresign ken deui anj gara2 cacar monyet
2022-08-20 15:02:51+00:00,negative,was was cacar monyet monmaap cacar alias cacar biasa aja lupa udah kena apa
2022-08-20 14:41:04+00:00,negative,monkey pox masuk indo bikin parno masalahnya aing blm pernah cacar sekali seumur idup sekalinya cacar jadi monyet
2022-08-20 14:35:18+00:00,positive,gue takut banget cacar monyet huhu stay safe semua once again
2022-08-20 14:27:08+00:00,positive,gue nyari info bener enggak cacar monyet cuma kena kaum gay
2022-08-20 14:05:30+00:00,negative,terus bilang tar pas gedenya kena cacar minimal sekali seumur hidup gua sampe sekarang belom pernah jangan sampe kena cacar monyet wkwkw
2022-08-20 13:45:36+00:00,positive,baru kemarin bahas cacar monyet tempat pkl hari udah kejadian stay safe yaa moots
2022-08-20 13:45:18+00:00,negative,duhhh darimana sih cacar monyet cepat sembuh deh semoga cuma aja tidak pernah lagi
2022-08-20 13:24:20+00:00,positive,stay safe guys berita udh kasus cacar monyet pertama jakarta
2022-08-20 13:10:37+00:00,negative,situ bilang belum beda mek ngomong buktinya dah beberapa lagu pernah dapet rak pak chart korea sialan tuh untuo lagu born pink belum bukan bisa ngerti cacar monyet
2022-08-20 13:05:04+00:00,negative,ini cacar monyet jugan masuk bdg gamau kulon trssssss tkut bodo plis
2022-08-20 12:58:44+00:00,positive,oala haha kira ngpain cacar monyet kosan dkira brobat
2022-08-20 12:46:01+00:00,negative,duh allah jauhkan hamba dri orang lgi masa inkubasi cacar monyet aamiin
2022-08-20 12:37:50+00:00,positive,kalo koronces kan penularannya lebih banyak gara2 airbone partikel2 air super kecil dikeluarin pas ngomong nafas amp bersin klo cacar monyet afaik kayak cacar air cuman benjolan2nya lebih gede amp bekasnya lebih parah
2022-08-20 12:08:01+00:00,positive,fyi guys memang cacar monyet udah kok indonesia ada beberapa pasien anak sampe uap stay safe guys cuci tangan kalau memang kalian kontak pasien
2022-08-20 12:04:09+00:00,positive,aku sibuk sama konser bujank sampe baru tahu kalo cacar monyet udah nyampe indonesia udah yang kena jakarta cowok umur tahun pliss stay safe semoga gak jadi kasus gede word
2022-08-20 12:00:15+00:00,negative,jujur awal berita monkey pox beredar uda nyoba nyari info vaksin cacar air karna katanya masi cukup efektif buat ngehindarin cacar monyet mahal banget setan
2022-08-20 11:50:32+00:00,negative,shit cacar monyet
2022-08-20 11:48:57+00:00,negative,dong pemerintah vaksinnya luar udah vaksin nih cacar skincare mahal perawatan mahal masa kena cacar monyet nangis banget
2022-08-20 11:47:50+00:00,negative,badan kesehatan dunia who menetapkan kasus monkey pox atahu cacar monyet kejadian luar biasa atahu klb direktur tehnis badan kesehatan dunia who meminta semua negara mewaspadai berjangkitnya monkey pox negaranya indonesia konfirmasi kasus pertama hari
2022-08-20 11:46:36+00:00,negative,shit mau nikah woii malah cacar monyet segala
2022-08-20 11:45:40+00:00,positive,udah plukan kekepala patpat orang homo sih kena nya cepet dik bukan kena cacar monyet kena mental
2022-08-20 11:41:13+00:00,positive,mau mastiin semester besok full offline atahu soalnya uwin suka dadakan memberih info kaya kemaren udah disono online mana skrg cacar monyet udah masuk jkt jadi full offline nih
2022-08-20 11:24:34+00:00,negative,breaking news kementerian kesehatan mengumumkan adanya kasus pertama virus monkey pox atahu cacar monyet indonesia beberapa warga terkonfirmasi positif virus monkey pox atahu cacar monyet salah satunya dki jakarta kalimantan barat
2022-08-20 11:23:07+00:00,positive,menular pack dari kontak fisik kontak barang terkontaminasi lesi cacar monyet air liur droplet bersin ada indikasi lewat udara penyakit bukan penyakit gay siapa aja kena
2022-08-20 11:16:44+00:00,positive,cukup pls janckk keadaan udah mulai normal cacar monyet malah berulah
2022-08-20 11:09:25+00:00,positive,booster aja gua blm udh cacar monyet aja
2022-08-20 11:04:30+00:00,positive,satu laporan inggris mengatakan kelompok gay banyak kena cacar monyet akibat sebagian mereka melakukan hubungan seksual tempat gelap atahu menggunakan obat tidak sadar kalau lesi cacar monyet kulit pasangan seksualnya
2022-08-20 11:04:30+00:00,negative,iya jadi inget pesan who kurangi pasangan seksual karena semakin banyak pasangan seksual akepalagi random meningkatkan risiko terpapar virus cacar monyet
2022-08-20 11:01:45+00:00,negative,stay safe yaa gesss gak mau kan jadi bad looking grgr cacar monyet
2022-08-20 11:00:59+00:00,positive,dah parno dluan gara2 confirmed cacar monyet semoga gak outbreak amit2 banget
2022-08-20 11:00:59+00:00,positive,pesan penting kasus spanyol melaporkan sebagian masyarakat sana sangat percaya kalau cacar monyet hanya kena kelompok gay jadi masyarakat non gay aman aman aja gak gitu malih
2022-08-20 10:59:16+00:00,positive,iya juga ingetin kalau cacar monyet bukan penyakit gay jadi kalau bukan gay kontak dekat pasien tetap dites pcr monkeypox enggak mentang mentang bukan gay lalu gak dites monkeypox menyerang siapapun gak cuma gay
2022-08-20 10:57:55+00:00,negative,allah cacar monyet uda terdeteksi jkt
2022-08-20 10:57:00+00:00,negative,cacar monyet jadi berbulu
2022-08-20 10:27:45+00:00,positive,cacar monyet dah masuk indonesia stay safe semua
2022-08-20 10:27:31+00:00,negative,kementerian kesehatan mengkonfirmasi adanya kasus pertama virus monkey pox atahu cacar monyet indonesia cacar monyet sendiri pertama kali terdeteksi kongo salah satu negara paling miskin dunia tetapkan klb badan kesehatan dunia who
2022-08-20 10:26:20+00:00,positive,anjir serem cacar monyet dah masuk indonesia stay safe teman
2022-08-18 15:53:06+00:00,positive,bikin mod cacar monyet dihapus
2022-08-17 16:48:20+00:00,negative,gue gatahu diri gak kalo minta long terus zaranya dibikin kena siput gila ato cacar monyet apa ajalah
2022-08-16 04:05:55+00:00,negative,duh kalo inget covid cacar monyet akwa nya wis tak ombe kak
2022-08-16 03:57:57+00:00,positive,burhanuddin mantul mak knapa cuma disumpahin bisul kepalanya trlalu ringan gak modol oprasi napa gak sekalian kena cacar monyet full diwajahnya bila ntar kena suap sambo kita liat kalo kena cacar bisul bisul diwajahnya banyak artinya kena suap
2022-08-15 08:31:48+00:00,positive,doakan saudara saudari baik baik bund kalau kena cacar monyet saya bully hahahaha
2022-08-15 05:13:27+00:00,positive,cacar monyet real
2022-08-15 02:03:14+00:00,negative,departemen kesehatan amerika serikat mengkonfirmasi adanya virus baru bisa menyebabkan polio sejumlah negara bagian amerika serikat kasus harian covid amerika serikat mengalami peningkatan kasus juga monkey pox atahu cacar monyet
2022-08-13 11:44:31+00:00,positive,pun selalu mcm nak fun nak jumpa orang selalu takut takut cacar monyet mcm2 benda keluar skrg
2022-08-13 11:15:40+00:00,positive,hantu bpa galon lanjut terus gan sis liat aja sekarang endorse sama idi ikatan dokter indonesia hahaha idi gercep soal galon padahal covid sama cacar monyet tuh kira kira
2022-08-13 00:29:01+00:00,positive,mulai panik nih travel fair bentar lgi cmn tkut klo udh beli nnti cacar monyet jadi wabah lockdown lgi tiket hangus asdfghjkl
2022-08-12 19:28:11+00:00,negative,well mean its cacar monyet jugaa kan kyk cacar api sama satu dah nya pernah denger tpi apa
2022-08-12 19:27:51+00:00,negative,kucing kalo udh abusif dicari tahu masalahnya minimal dipotong lah kukunya gatahu setiap goresannya kuman virus masuk kesitu musim cacar monyet mas mba mbok dipikir sek ngono lho
2022-08-12 15:03:44+00:00,positive,artikel the journal berjudul monkeypox can live door handles and toilet seats for 120 years and can infect anyone from miles away diterjemahkan bahasa indonesia judul artikel tersebut menyatakan cacar monyet dapat hidup selama
2022-08-12 01:07:27+00:00,positive,pokoknya yang kena cacar monyet bully bund hahahaha
2022-08-11 15:35:57+00:00,positive,bun liat aku bentol nunjukin bentol gede itu kapan kemaren kirain cuma bentol biasa tahunya sampe sekarang gimana kalau cacar monyet jangan atuuuuuh hehehehe kayanya kalau jawabnya normal tuh meriang kali ibu satu
2022-08-11 11:51:24+00:00,positive,koko28 hmmm aku dulu kena cacar air pas seh jadi inget gimana sakitnya sepertinya tetep main petak umpet deh nah klo cacar monyet apakah lethal segi mortality aja
2022-08-11 11:48:58+00:00,positive,koko28 cacar monyet more less sama ama cacar air chickenpox dok segi penampakannya
2022-08-11 03:52:54+00:00,negative,disana berkulit hitam monyet jadi salah satu bahas rasist sana ini kejadian sama varicella chickenpox cacar air disebutnya chicken pox ada teori luka lepus yang berisi air kelihatan kacang garbanzo chickpeas
2022-08-11 03:38:10+00:00,positive,umm cacar monyet mostly gara2 gay sex btw jadi kampus per gay kah
2022-08-10 21:49:53+00:00,negative,bkn jmn pandemi jaman bahulu blh berbagi minimal menghindari penyakit menular tahu orang menderita apa klo tbc gmn klo cacar monyet gmn apa mau nanggung semua
2022-08-10 15:21:36+00:00,negative,samaaaa makin2 yaa sekarang mah kuncinya jaga kebersihan tetep pake masker sih tuh juga lho nular bumil bayi kasian sih bayi baru lahir tiba2 kena cacar monyet
2022-08-10 14:42:51+00:00,positive,minum gantian dikasi makan you guys not read the articles about cacar monyet and kenaikan covid swear there many article udah minimal apa baca parahnya punya maagh gerd autoimun dah ngelist penyakit mabanya apa gmn
2022-08-10 13:25:34+00:00,positive,samaa sempet ngira kena cacar monyet karena hot kan beritanya soalnya sebelumnya aku gapernah kaya gitu kalau digigit nyamuk
2022-08-10 12:31:12+00:00,negative,sih baru2 muka kamu jerawat atahu kamu kena cacar monyet sumpah langsung down lemes acne fighter kalimat terjahat selama ini saya denger lgi jerawatan
2022-08-10 09:18:43+00:00,negative,berkaitan upaya pencegahan menggunakan vaksin cacar monyet sudah dua vaksin direkomendasikan center for diasease control and prevention cdc who
2022-08-10 09:07:07+00:00,positive,ini cacar monyet ditetapkan darurat kesehatan global who yuk jaga kesehatan lindungi keluarga cacar monyet damisariwana produkhalal produkkesehatan solusisehat sehatalami sehatituaset produkindonesia produkalami natural alaminyajuara
2022-08-10 09:00:44+00:00,positive,sejauh eropa catat 912 kasus dikonfirmasi sejak mei hampir negara laporkan lebih 000 kasus cacar monyet who mengklasifikasikan wabah penyakit dulu langka sebagai darurat kesehatan global juli afp
2022-08-10 03:37:40+00:00,negative,seriusan bocil deket rmh katanya kenak cacar monyet sbg ibu anak kemaren katanya rame flu singapura haruna entah flu singapura atahu cacar air dia muncul gejala mirip haduh ngeri mana rmh extrovert banget banyak pengunjung nya
2022-08-09 18:03:26+00:00,negative,ada hubungan vaksin covid monkey pox cacar monyet jangan mau termakan isu hoax dilakukan sesuai sop insya allah vaksin covid aman alhamdulillah sudah vaksin dosis
2022-08-09 15:33:09+00:00,positive,haha mamaku parno sama cacar monyet udah sampe aah cuma venue nya masih tba yang
2022-08-08 16:28:18+00:00,positive,padahal cacar monyet mulainya gay bisex
2022-08-08 05:50:29+00:00,positive,samaoga sore langsung negatif jadi pergi nonton konsernya stay safe lexa hati hati cacar monyet kalau jadi prgi nonton konser
2022-08-08 04:48:34+00:00,negative,kan kalo sekarang ditawarin kayaknya belom mau sih dulu takut corona skrg takut cacar monyet
2022-08-08 00:18:40+00:00,positive,kasihan monyet dijadikan nama penyakit gay harusnya cacar homo atahu cacar gay
2022-08-07 21:26:54+00:00,positive,samaa53 seharus namanya cacar gay bukan cacar monyet
2022-08-06 14:24:40+00:00,positive,kalau lihat berita foto2 penderita cacar monyet penyakit mengerikan negara lagi2 jangan lengah siapkan rumah sakit khusus bila perlu juga perilaku gay diduga penyebab penularan bisa diberantas pelaku disembuhkan
2022-08-06 12:28:07+00:00,negative,tangan gua beneran kenak ulet bulu kan yaa bukan cacar monyet kok kaya makin parah anjrit takut banget
2022-08-06 11:59:28+00:00,negative,sorry musim cacar monyet jadi gamau bagi
2022-08-05 15:34:47+00:00,positive,account temporarily unavailable because violates the twitter media policy learn more
2022-08-05 14:11:50+00:00,negative,undertaker disamain sama cacar monyet
2022-08-05 08:11:22+00:00,negative,random thoughts sore2 aku mending lgsg mti drpd kena cacarmonyet ntu hhh amit2
2022-08-05 06:41:11+00:00,negative,halo kawankeswan yuk mengenal sekilas monkey pox sedang hangat diperbincangkan monkey pox atahu cacar monyet disebabkan virus genus orthopoxvirus merupakan zoonosis
2022-08-05 06:35:53+00:00,negative,covid cacar monyet sekarang siput gila butuh berapa dosis vaksin lagii nih biar tubuh kebal segala serangan virus
2022-08-05 05:40:49+00:00,positive,cacar monyet and covid also sdh terlanjur samaoga everything gonna fine
2022-08-05 03:15:52+00:00,negative,ternyata bener topik pembicaraan kalo ngumpul ama temen ampe larut malam absurd seru bahas anime cacar monyet michat ampe tanda2 kiamat
2022-08-05 02:31:41+00:00,positive,cacar monyet siput gila besok apa kecoa anxiety
2022-08-05 02:26:46+00:00,negative,hahh covid hepatitis cacar monyet siput gila whyy kenapasii
2022-08-05 02:17:59+00:00,positive,cacar monyet siap padamkan antusias penanti hamson hahaha
2022-08-05 00:55:29+00:00,negative,takut kena cacar monyet
2022-08-04 17:42:43+00:00,negative,monkey pox atahu cacar monyet adalah propaganda nutupin kipi vaksin antibody dependent enhancement paksin rna adalah penyakit kulit kelamin hiv aids disebabkan vaksin cuma casingnya beda aja jangan mau ditipu kalo pureblood you aman
2022-08-04 15:44:34+00:00,positive,haha sipaling cacar monyet
2022-08-04 15:17:05+00:00,positive,stay safe all cacar monyet makin kesini makin kesana
2022-08-04 15:11:57+00:00,negative,bisa nular lewat toilet kak jujur aku ngikutin banget ttg cacar monyet
2022-08-04 13:54:11+00:00,negative,kata ibu aku dulu aku pernah cacar monyet kok skrg kayanya bahaya banget
2022-08-04 13:47:51+00:00,negative,sekarang pusing cacar monyet usah nambah2 kasus baru deh minimal waras gitu
2022-08-04 13:46:56+00:00,negative,semalem mimpi kena cacar monyet random banget anjir
2022-08-04 11:55:05+00:00,negative,bangeeettttt biase kalau cacar air kan sekali seumur hidup kalau cacar monyet ndak huhu bise kena walaupun dah kena cacar bnrn takuttt
2022-08-04 11:05:59+00:00,negative,sudah terdeteksi lebih 000 kasus monkey pox cacar monyet negara kalian ini berujung pandemi selanjutnya mortality rate atahu tingkat kematiannya rendah sih berita katalau
2022-08-04 10:58:37+00:00,positive,berita udh pasien suspek cacar monyet indo kira kira bakal full online menurut kalian kuliahnya
2022-08-04 09:10:10+00:00,negative,takut banget sama cacar monyet sob
2022-08-04 06:47:15+00:00,negative,kalo penyakitnya insecure ternyata lebih parah cacar monyet
2022-08-04 06:45:02+00:00,positive,cryptocurrency bbrp perusahaan digital mulai bangkrut kehidupan mulai normal lalu dihadirkanlah cacar monyet kembali memulihkan kemauan yang terancam jadi kepikiran begini
2022-08-04 06:22:30+00:00,positive,ahhhh udah suspek kasus cacar monyet indo stay safe guys
2022-08-04 06:14:11+00:00,negative,jadi khawatir dulu pernah kena cacar air bulan ramadan 2007 2008 pas bocil penyakit cacar monyet dah masuk sini habis baca berita suspek pertama cacar monyet soalnya pernah kena cacar air vaksin kah biar kena cacar monyet
2022-08-04 03:18:35+00:00,positive,cacar monyet udh indo gasi wfh full aja
2022-08-04 03:04:51+00:00,negative,cacar monyet serem banget
2022-08-04 02:26:08+00:00,positive,stay safe gais hold random fun cacar monyet dah suspeknya semarang
2022-08-04 02:19:09+00:00,negative,liat video samaa foto kena cacar monyet emg serem banget cacar air aja udh panas mood makan pusing gimana
2022-08-04 00:51:53+00:00,negative,apa ini cacar monyet duh
2022-08-03 21:57:26+00:00,positive,akhir2 ada pasienku anak2 15thn periksa gatel blm kasih diagnosa cacar monyet bcs blm jelas perkembangannya gmn stay safe semua
2022-08-03 21:42:22+00:00,negative,dicampakkan emg gaenak kecilnya gapernah disuntik campak apa gimana suntik deh drpd kena cacar monyet
2022-08-03 19:03:21+00:00,positive,allah semoga semua terhindar cacar monyet allah hiks just wanna ciuman peace and love and peace and love joget tiktok
2022-08-03 17:58:05+00:00,positive,apa cacar monyet kan dulu penyakit hits kaya sekarang meskipun emang udah sumpah gak tahu namanya apa dulu pas kedokter kata dokternya cuma kaya kena virus gara gara main ditempat kotor waktu hhabis pulang ldks sih
2022-08-03 16:22:44+00:00,negative,euy tanggapan kalian ttg cacar monyet
2022-08-03 15:29:44+00:00,positive,cacar monyet sama cacar moyet beda lho
2022-08-03 15:21:33+00:00,negative,pantesan jering coki rilis game judi block suspect cacar monyet pertama jogja ambek arek cilik nyanyi ojo dibanding2ke enak banget iki mmmm
2022-08-03 14:45:34+00:00,positive,cacar air sama cacar api cacar monyet
2022-08-03 14:19:46+00:00,negative,monkey pox atahu cacar monyet mulai meresahkan kasusnya udah tembus belasan ribu nyebar puluhan negara penyakit zoonosis awal mulanya menyebar afrika melalui satwa primata beberapa satwa liar lainnya berikut utas kumpulan informasi penting soal monkey pox
2022-08-03 14:17:14+00:00,positive,bikin parno aslinya suspect trus usap2in tangan media sering dipake publik handuk obral bungkus makanan gitu sih kita gatahu perasaan main mall kota tetangga tahu2 cacar monyet
2022-08-03 13:59:41+00:00,negative,cacar monyet akepalagi yaallah penyakit kok sayah sayah
2022-08-03 13:51:04+00:00,negative,ehh duhh sorry hear that katanya cacar monyet udh sampe indo gatahu jugaa kmrn aku sempet liat beritanya orng kena gatahu bner atahu engga semoga ngga ngocok dalgona part deh
2022-08-03 13:50:26+00:00,negative,cacar monyet kenapa emang
2022-08-03 13:46:24+00:00,negative,bener sih cacar monyet
2022-08-03 12:07:31+00:00,negative,jujur baca cacar monyet takut
2022-08-03 11:25:10+00:00,positive,not eczema flaring the middle this monkeypox thingy indo dude plis banget bukan cacar monyet aku sengaja kena isi reed difuser super wangi and ive been washing dishes without gloves
2022-08-03 10:25:08+00:00,negative,sinetron hhabis cacar monyet ntar mutasi cacar lutung habis cacar monkey king cacar anoman
2022-08-03 10:18:03+00:00,positive,yah ahli otoritas dlm kesehatan katakan sejujurnya musti ngeri pahit sdh cukup kenyang eufimisamae istilah informasi dirancang sedemikian rupa apapun adanya kalo cacar monyet akui edukasi gmn proteksinya thanks
2022-08-03 09:21:17+00:00,positive,hulu msayah kerlap kerlip cacar monyet bkn gay
2022-08-03 07:36:43+00:00,positive,plislah eranya covid aja serem cacar monyet
2022-08-03 06:07:04+00:00,negative,wee monyet nularin cacar skrg
2022-08-03 06:04:13+00:00,negative,aku udh 24th alhamdulillah blm perna cacar kmrn sempet baca katanya klo kena cacar pas udh dewasa bakal parah bekasnya jujur takut banget akepalagi skrg isu cacar monyet kan
2022-08-03 05:35:01+00:00,negative,aku udh 24th alhamdulillah blm perna cacar kmrn sempet baca katanya klo kena cacar pas udh dewasa bakal parah bekasnya jujur takut banget akepalagi skrg isu cacar monyet kan
2022-08-03 00:49:07+00:00,negative,yoo niroo gimana kabar pagi jaga kesehatan biar tetap fit soalnya aku kabar cacar monyet udah masuk indonesia
2022-08-03 00:31:16+00:00,negative,ampun akepalagi cacar monyet ini masalah darurat kesehatan global
2022-08-02 23:57:10+00:00,negative,males soalnya udh kena cacar jadinya jelekkkkk banget lah pake cacar monyet segala duh gws
2022-08-02 22:07:33+00:00,negative,beneran deh klo cacar monyet beneran gamau keluar rumah
2022-08-02 21:10:22+00:00,positive,laa muka mcm jln tar gigi buruk acah terpaling kacak kepit amp gayah hina orang bkn main semoga dpt cacar monyet xnk mampus cukup azab sakit rasa
2022-08-02 18:37:02+00:00,negative,monkey pox disebut cacar monyet why chicken pox tak disebut cacar ayam mintak dijauhkan apa2 cacar
2022-08-02 15:52:57+00:00,negative,tdi liat orang kena cacar monyet serem banget
2022-08-02 15:42:39+00:00,positive,maaf mas kan percuma dong vaksin kalau gak jadiin kebiasaan new normal kayak keluar rumah lagian cacar monyet menular adanya kontak intim mas
2022-08-02 15:36:44+00:00,negative,cacar monyet kaya orang sakit cacar gasih aku insecure huehue
2022-08-02 15:14:27+00:00,negative,serem cacar monyet jateng plsss gamau offline baru dapet crush wkwkkw
2022-08-02 15:13:09+00:00,positive,aja parno ama kopid habis pergi jauh aja langsung mandi lagi cacar monyet btw buat warga ter suspect semoga diangkat penyakitnya buat daerah stay safe aamiin
2022-08-02 12:13:50+00:00,positive,wow cacar monyet sekarang
2022-08-02 10:17:16+00:00,positive,kendati penyakit banyak menyerang kelompok gay who memastikan cacar monyet bukan penyakit menular seksual itu pernyataan tersebut memperburuk stigma kelompok tengah masyarakat korantempo editorial tempothread cacarmonyet lgbt kemenkes
2022-08-02 07:41:30+00:00,positive,150 000 penduduk new york diancam risiko dijangkiti cacar monyet datuk bandar new york isytihar darurat mencegah penularan wabak cacar monyet
2022-08-01 21:25:27+00:00,positive,new york city menyatakan cacar monyet keadaan darurat itu anggota parlemen inggris berencana melakukan kunjungan taiwan
2022-08-01 07:38:35+00:00,negative,cacar monyet udah indo wtf
2022-08-01 07:35:48+00:00,positive,new york diserang wabah cacar monyet aja
2022-07-31 18:32:59+00:00,negative,cacar monyet nular
2022-07-31 14:00:27+00:00,negative,ngakakkk cacar monyet elite version loh
2022-07-31 13:10:17+00:00,negative,barusan pertama kali lihat foto cacar monyet sampe merinding resiko punya tripophobia ngidapin udah pernah cacar air asli takut lihatnya akepalagi kalo sampe kena duh btw keloid bekas cacar air dulu aja masih ada
2022-07-30 10:21:54+00:00,positive,gabenor new york kathy hochul mengisytiharkan darurat berikutan cacar monyet
2022-07-30 07:58:05+00:00,positive,fair moms hanya belanja kebutuhan moms kecil sini moms bisa nambah ilmu lho saat sedang talkshow morinaga cacar monyet anak perlu diwaspadai narasumber natalia erica jahja biomed
2022-07-30 04:33:17+00:00,negative,temen gajelas tetiba kerjaan bikin kue kok serem cacar monyet kan temenan ama monyet
2022-07-30 01:38:38+00:00,positive,pandemi covid masih blm ada cacar monyet lagi gila2 nya luar ada juga climate change luar tolonglah jangan nambah berat beban mau refreshing full seminggu kerja mikirin itu mau main game masa blokir hey
2022-07-29 14:15:49+00:00,positive,silahkan dipahami dulu penyebab penukaran penyakit seksual cacar monyet dsbnya mana asalnya penyakit seksual bisa kena orang straight transgender asexual kena penyakit seksual hubungan seksual
2022-07-29 12:19:52+00:00,negative,chicken pox cacar ayam monkey pox cacar monyet umno cacar marba
2022-07-29 11:24:05+00:00,positive,you are the butthurt one here lol nak siap articles pasal lgbt nobody cares elok kena cacar monyet korang semua gtfo faggot
2022-07-29 07:29:40+00:00,negative,cacar monyet anjuga ngakak brutal
2022-07-28 15:18:06+00:00,negative,rame cacar monyet creepy suka tusbol sama jajan sana sini aga kontrol dulu
2022-07-28 12:12:40+00:00,positive,fyi aja nih cacar monyet penyakit lama afrika baru breakout skrg hiv sama cacar monyet kalo nyerang pandang bulu mau cewe cowo straight gay semuanya diserang oiya cacar monyet hiv obatnya btw
2022-07-28 09:29:45+00:00,negative,hari hepatitis kontennya cacar monyet
2022-07-28 09:22:32+00:00,positive,kebetulan pelupa orangnya nama cacar waktu diderita cukup unik inget terus sampe sekarang kalo salah kata dokternya dinamain cacar monyet cacarnya lompat lompat lokasinya
2022-07-28 06:12:11+00:00,negative,amerika serikat eropa melaporkan kenaikan kasus monkey pox atahu cacar monyet kawasan tersebut eropa sekitar 000 kasus monkey pox terkonfirmasi terbanyak inggris spanyol belanda jerman belgia kebanyakan pasien positif monkey lgbt
2022-07-28 06:04:08+00:00,negative,kementerian kesehatan singapura mengkonfirmasi adanya peningkatan jumlah kasus baru monkey pox atahu cacar monyet negaranya kasus antaranya kasus impor luar negeri singapura langsung menerapkan status darurat monkey pox atahu cacar monyet negaranya
2022-07-28 05:59:32+00:00,negative,kementerian kesehatan singapura mengkonfirmasi adanya warganya terpapar virus monkey pox atahu cacar monyet negaranya singapura memperketat masuknya warga negara asing terutama negara endemik monkey pox kongo inggris ingin berkunjung
2022-07-28 04:08:06+00:00,positive,jepang stay safe ayu chan jaga kesehatan dirimu biar udah pernah tertular covid tetapi wajib tetap berhati2 trus waspada pandemi baru cacar monyet monkeypox baru2 ditemukan kasusnya pertama kali tokyo tetap semangat ayu chan ganbarou
2022-07-28 02:42:15+00:00,negative,aku boleh paham cakap bukan stigmatize namaya perokok kena lung cancer homo kena hiv cacar monyet alcoholic hancur rumah tangga bukannya stigmatize
2022-07-27 23:51:04+00:00,positive,tetapprokes mengenal wabah cacar monyet bersama koordinator one health collaborating center ohcc universitas gadjah mada yogyakarta prof wayan artama dvm good great pagi now live sosok inspirasi cacarmonyet yogyakarta
2022-07-27 17:45:50+00:00,negative,randomly takut sih sama cacar monyet walau liat berita menkes bilang blm kasus indo satu sisi bersyukur sisi takut blunder
2022-07-27 14:02:38+00:00,positive,who mengenai cacar monyet rekomendasi vaksinasi terbatas targeted seseorang terekspos atahu memiliki resiko tinggi terekspos tenaga kesehatan pekerja lab mereka memiliki banyak sexual partners ini program vaksinasi massal dianjurkan
2022-07-27 13:00:15+00:00,negative,iyaa menular ituu awalnya virus langka zoonosis inang utamanya monyet gejalanya kurleb cacar air trs penularannya droplet kontak kulit ato kontak apapun permukaan udah kadung kena virus jaga kebersihan yaa istirahat cukup
2022-07-27 11:27:07+00:00,negative,emang cacar monyet
2022-07-27 11:24:38+00:00,positive,gatahu bersliweran orang debat cacar monyet cuma menyerang gay apa bukan
2022-07-27 09:56:28+00:00,positive,meong kemaren reply twit orang gegara anak kecil kena cacar monyet tanya kok kena cacar monyet katanya cuma kena gay aja langsung disamber sama pembela lgbt twit ghoib padahal tahu artikel berita sayah pembela lgbt suka ngereog sendiri
